user_id,name,email,country,city,platform,signup_date,subscription_type,age,gender
usr_000990,فهد,فهد_3875@hotmail.com,OM,Mecca,car_play,25/08/2021,premium,35,male
usr_000991,ياسر,ياسر_4749@hotmail.com,SA,Medina,web,2024-07-12,trial,62,M
usr_000992,زينب,زينب_2857@outlook.sa,AE,Khobar,android,2023-12-03,trial,47,f
usr_000993,مريم,مريم_8503@hotmail.com,KW,Jeddah,android,2022-08-31,premium_annual,62,
usr_000994,مريم,مريم_8011@icloud.com,DE,,smart_speaker,07-02-2019,trial,29,f
usr_000995,Ahmed,ahmed_3310@gmail.com,QA,,android,04/06/2023,trial,52,
usr_000996,Zainab,zainab_1534@gmail.com,DE,Buraidah,android,2020-10-29,premium_annual,21,male
usr_000997,حسن,حسن_3217@gmail.com,MA,Abha,ios,25/09/2024,premium,47,M
usr_000998,نورة,نورة_1935@outlook.sa,EG,Dammam,ios,2020-09-13,free,63,f
usr_000999,Ahmed,ahmed_1982@icloud.com,UK,Dammam,web,14/06/2020,trial,28,m
usr_001000,مريم,مريم_220@hotmail.com,JO,Medina,car_play,2023-04-07,free,34,F
usr_001001,Fahad,fahad_5524@gmail.com,MA,Dammam,android,06/06/2023,premium_annual,17,
usr_001002,Abdullah,abdullah_21@hotmail.com,UK,Buraidah,web,12-04-2022,premium,53,female
usr_001003,عمر,عمر_9007@yahoo.com,LB,Medina,android,02-20-2021,premium,32,M
usr_001004,Fatima,fatima_9783@icloud.com,AE,Taif,smart_speaker,2023-10-02,free,,m
usr_001005,Aisha,aisha_1754@yahoo.com,OM,Dammam,ios,2020-06-02,premium,34,M
usr_001006,Zainab,zainab_7397@yahoo.com,EG,,web,20/07/2023,free,53,f
usr_001007,سلطان,,JO,Jeddah,ios,2021-10-05,free,48,M
usr_001008,سلطان,سلطان_7362@outlook.sa,QA,,ios,2023-08-17T00:00:00,trial,49,M
usr_001009,سلطان,سلطان_5616@gmail.com,JO,Taif,ios,29/08/2020,trial,31,M
usr_001010,عائشة,عائشة_4515@outlook.sa,QA,Tabuk,android,24/03/2022,free,17,M
usr_001011,طارق,طارق_9768@yahoo.com,JO,Jeddah,car_play,26/12/2022,free,58,
usr_001012,Tariq,tariq_6450@outlook.sa,FR,Khobar,car_play,06/12/2023,free,24,f
usr_001013,هند,هند_5413@icloud.com,SA,,ios,08-27-2023,free,47,f
usr_001014,مريم,مريم_1114@icloud.com,DE,Medina,car_play,2021-08-24,free,58,f
usr_001015,زينب,زينب_4877@icloud.com,FR,Tabuk,car_play,2024-08-17,trial,57,M
usr_001016,مريم,مريم_4795@gmail.com,EG,,ios,08-26-2023,premium,34,M
usr_001017,عائشة,عائشة_9683@icloud.com,QA,Jeddah,car_play,25/11/2023,trial,20,f
usr_001018,منى,منى_836@icloud.com,JO,,car_play,2020-07-25T00:00:00,premium,42,M
usr_001019,مريم,مريم_1372@hotmail.com,OM,Buraidah,car_play,2021-11-28T00:00:00,trial,23,M
usr_001020,Aisha,aisha_501@gmail.com,LB,,web,2022-04-01,premium_annual,26,
usr_001021,منى,,JO,,car_play,2021-08-12,premium,,M
usr_001022,Noura,noura_3096@outlook.sa,MA,Buraidah,smart_speaker,04-22-2024,free,58,M
usr_001023,طارق,طارق_9170@icloud.com,KW,Tabuk,car_play,2020-11-08,trial,19,male
usr_001024,Abdullah,abdullah_9519@outlook.sa,AE,Riyadh,smart_speaker,2021-11-25T00:00:00,premium,34,f
usr_001025,Mona,mona_9520@outlook.sa,KW,Riyadh,car_play,14/03/2020,trial,34,
usr_001026,منى,منى_8384@yahoo.com,KW,Riyadh,android,25/10/2023,premium_annual,25,F
usr_001027,مريم,مريم_2049@gmail.com,LB,,android,2023-07-24T00:00:00,premium_annual,50,f
usr_001028,عائشة,عائشة_7294@icloud.com,MA,Riyadh,car_play,2024-05-18,free,,M
usr_001029,حسن,حسن_2675@hotmail.com,UK,Mecca,android,2021-10-13,trial,16,male
usr_001030,سلطان,سلطان_6564@yahoo.com,DE,,ios,2022-08-08,premium,33,
usr_001031,أحمد,أحمد_3167@yahoo.com,QA,Buraidah,smart_speaker,2020-02-03T00:00:00,trial,46,
usr_001032,زينب,زينب_8956@gmail.com,LB,Riyadh,smart_speaker,2021-11-25,trial,25,M
usr_001033,Khalid,khalid_3027@outlook.sa,US,Medina,car_play,04/03/2020,trial,50,m
usr_001034,عائشة,عائشة_6245@icloud.com,QA,Jeddah,web,09/12/2023,premium_annual,36,
usr_001035,فاطمة,فاطمة_5920@hotmail.com,UK,,ios,01-09-2021,premium_annual,46,M
usr_001036,زينب,زينب_4802@hotmail.com,OM,Khobar,android,2023-07-02,trial,23,f
usr_001037,زينب,زينب_4100@hotmail.com,SA,Tabuk,smart_speaker,10/07/2020,premium_annual,63,
usr_001038,محمد,محمد_5092@yahoo.com,EG,,smart_speaker,2023-11-21T00:00:00,trial,17,m
usr_001039,Mohammed,mohammed_6966@hotmail.com,BH,,web,2024-09-05,premium_annual,40,
usr_001040,Ahmed,ahmed_1777@outlook.sa,US,Buraidah,web,10/10/2022,premium,16,f
usr_001041,منى,منى_7016@outlook.sa,UK,Medina,smart_speaker,2020-09-15,premium,55,M
usr_001042,عائشة,عائشة_4116@icloud.com,DE,Tabuk,ios,2020-02-14,free,50,M
usr_001043,Mariam,mariam_2095@hotmail.com,FR,Buraidah,car_play,2024-05-24,premium_annual,16,
usr_001044,Tariq,tariq_1248@hotmail.com,UK,Dammam,ios,13/12/2021,premium,30,f
usr_001045,Mariam,mariam_788@outlook.sa,LB,Dammam,web,2023-04-30,premium_annual,27,male
usr_001046,لمياء,لمياء_5932@yahoo.com,SA,Tabuk,web,2021-08-10T00:00:00,premium_annual,34,f
usr_001047,Fahad,fahad_7332@yahoo.com,DE,Abha,car_play,27/07/2020,free,65,female
usr_001048,محمد,محمد_3140@icloud.com,LB,Dammam,ios,11-12-2020,trial,16,f
usr_001049,سارة,سارة_544@outlook.sa,MA,,android,2019-06-20,premium_annual,48,
usr_001050,Mohammed,mohammed_586@gmail.com,LB,Tabuk,smart_speaker,29/07/2021,trial,48,M
usr_001051,طارق,طارق_877@icloud.com,BH,,web,01-12-2023,free,55,F
usr_001052,حسن,حسن_2021@hotmail.com,LB,Taif,car_play,08-05-2022,premium_annual,63,female
usr_001053,Hassan,hassan_999@yahoo.com,OM,Dammam,smart_speaker,2020-09-26,free,44,f
usr_001054,Hassan,hassan_8855@outlook.sa,UK,Medina,android,02/01/2020,premium,57,F
usr_001055,سلطان,سلطان_9007@outlook.sa,SA,Dammam,car_play,27/02/2020,premium,49,
usr_001056,أحمد,أحمد_1917@gmail.com,KW,Riyadh,ios,18/11/2020,free,40,female
usr_001057,Sultan,sultan_184@icloud.com,AE,,android,2024-05-23,premium_annual,21,male
usr_001058,Reem,reem_1394@icloud.com,LB,,smart_speaker,03-31-2022,premium_annual,64,
usr_001059,Sultan,sultan_572@gmail.com,BH,,ios,2022-07-19,trial,41,F
usr_001060,Zainab,,FR,Riyadh,ios,11/09/2022,trial,58,female
usr_001061,عبدالله,عبدالله_1480@hotmail.com,QA,Abha,car_play,2023-02-28T00:00:00,premium_annual,55,
usr_001062,مريم,مريم_3190@outlook.sa,EG,Medina,car_play,03/03/2019,premium,62,m
usr_001063,مريم,,LB,Buraidah,ios,03-05-2019,trial,59,f
usr_001064,منى,منى_1271@icloud.com,JO,,ios,2023-10-23T00:00:00,premium,21,F
usr_001065,هند,هند_1289@icloud.com,FR,Buraidah,web,2021-02-04,premium,45,male
usr_001066,هند,هند_1479@hotmail.com,JO,Buraidah,android,03-01-2024,free,,f
usr_001067,Tariq,tariq_4363@hotmail.com,KW,Abha,web,08/07/2023,free,61,male
usr_001068,Omar,omar_7965@gmail.com,OM,Taif,android,20/11/2022,free,25,F
usr_001069,Ahmed,ahmed_1039@outlook.sa,BH,,web,2019-03-15,trial,19,female
usr_001070,Aisha,aisha_2670@icloud.com,MA,Medina,ios,2024-04-09T00:00:00,free,,m
usr_001071,فهد,فهد_6877@gmail.com,EG,,car_play,2024-01-28,premium_annual,,M
usr_001072,زينب,زينب_6092@gmail.com,MA,Abha,ios,30/08/2019,free,43,M
usr_001073,زينب,زينب_2231@hotmail.com,SA,Jeddah,smart_speaker,2023-12-10,premium_annual,16,female
usr_001074,Zainab,zainab_5117@icloud.com,UK,Medina,android,12-21-2019,premium,49,female
usr_001075,فاطمة,فاطمة_1894@outlook.sa,FR,,car_play,2021-11-19,premium,28,
usr_001076,خالد,خالد_744@hotmail.com,OM,,car_play,17/10/2019,trial,27,M
usr_001077,عائشة,عائشة_3965@yahoo.com,FR,,smart_speaker,01-14-2023,free,33,m
usr_001078,Mariam,mariam_8248@hotmail.com,LB,Dammam,web,2021-10-26,premium,56,
usr_001079,منى,منى_7280@yahoo.com,UK,Khobar,smart_speaker,2022-09-17,premium_annual,39,female
usr_001080,مريم,مريم_5461@yahoo.com,AE,Medina,ios,09/02/2019,free,22,M
usr_001081,هند,هند_7294@outlook.sa,SA,Dammam,android,20/03/2019,free,55,male
usr_001082,Mohammed,mohammed_1355@hotmail.com,KW,Khobar,car_play,2019-12-07,premium_annual,19,M
usr_001083,سلطان,سلطان_5526@hotmail.com,FR,,android,27/07/2019,premium_annual,57,f
usr_001084,أحمد,,DE,Mecca,android,05-12-2019,trial,19,male
usr_001085,ياسر,ياسر_4717@icloud.com,BH,,ios,2019-09-27,premium,53,M
usr_001086,عائشة,عائشة_4657@gmail.com,AE,Buraidah,ios,28/05/2021,premium,37,m
usr_001087,Zainab,,SA,Jeddah,ios,24/09/2021,free,47,m
usr_001088,ياسر,ياسر_7197@outlook.sa,QA,Mecca,smart_speaker,29/08/2019,premium_annual,24,f
usr_001089,طارق,طارق_9768@yahoo.com,JO,Jeddah,car_play,2022-06-17,free,58,
usr_001090,فهد,فهد_6409@hotmail.com,QA,Taif,web,2023-04-04T00:00:00,premium,56,F
usr_001091,سارة,,KW,Buraidah,car_play,2022-09-20,premium_annual,55,F
usr_001092,ريم,ريم_2230@icloud.com,SA,Khobar,smart_speaker,04-22-2023,premium_annual,52,m
usr_001093,زينب,زينب_6939@yahoo.com,KW,Mecca,android,2020-12-01,trial,27,
usr_001094,عبدالله,عبدالله_4192@outlook.sa,JO,,car_play,2022-12-19,premium,,female
usr_001095,Mariam,mariam_101@hotmail.com,BH,Dammam,ios,2021-07-13T00:00:00,premium,,m
usr_001096,سلطان,سلطان_8244@outlook.sa,BH,Khobar,car_play,01-22-2020,free,36,m
usr_001097,Khalid,khalid_3873@outlook.sa,LB,,car_play,02/07/2019,premium,,female
usr_001098,Lamia,lamia_5435@yahoo.com,FR,Jeddah,car_play,2020-12-07,premium,64,female
usr_001099,ريم,ريم_2217@hotmail.com,SA,Medina,web,2022-04-21T00:00:00,trial,57,F
usr_001100,سارة,سارة_168@hotmail.com,UK,Riyadh,android,01-14-2023,free,19,male
usr_001101,منى,منى_2833@hotmail.com,BH,,android,2024-08-13,free,59,female
usr_001102,Mona,mona_7487@outlook.sa,OM,Buraidah,ios,2021-08-03,premium,20,f
usr_001103,Abdullah,abdullah_7696@yahoo.com,EG,,ios,2023-08-30,premium,49,F
usr_001104,ياسر,ياسر_6421@hotmail.com,KW,Mecca,ios,2022-02-04,trial,48,M
usr_001105,Yasser,yasser_7545@gmail.com,EG,Tabuk,android,2023-09-07,free,41,male
usr_001106,أحمد,أحمد_7225@outlook.sa,EG,,web,2021-11-09,premium,52,female
usr_001107,فهد,فهد_2768@outlook.sa,KW,Jeddah,ios,2020-11-16T00:00:00,premium_annual,32,F
usr_001108,فهد,فهد_1662@icloud.com,FR,Riyadh,car_play,2022-08-06T00:00:00,trial,54,f
usr_001109,Abdullah,abdullah_9844@icloud.com,US,Mecca,android,2022-06-28T00:00:00,premium_annual,24,f
usr_001110,Omar,omar_8711@hotmail.com,BH,Mecca,ios,2023-02-06T00:00:00,premium,,f
usr_001111,منى,منى_6397@icloud.com,US,Khobar,smart_speaker,2021-12-29T00:00:00,trial,62,
usr_001112,ريم,ريم_7154@yahoo.com,MA,Medina,smart_speaker,03-27-2021,trial,54,
usr_001113,هند,هند_6062@gmail.com,LB,Riyadh,car_play,11-20-2019,premium_annual,55,male
usr_001114,ياسر,ياسر_4950@outlook.sa,KW,Mecca,ios,2023-03-01,trial,33,F
usr_001115,ياسر,ياسر_2008@yahoo.com,SA,,web,01/05/2020,premium,26,female
usr_001116,طارق,طارق_3605@outlook.sa,BH,Riyadh,ios,2019-08-17,free,49,
usr_001117,مريم,مريم_7318@gmail.com,LB,Dammam,android,22/11/2019,premium_annual,58,male
usr_001118,فاطمة,فاطمة_797@gmail.com,JO,Dammam,ios,2024-03-01,trial,63,
usr_001119,ياسر,ياسر_5308@outlook.sa,BH,Riyadh,ios,2020-06-24,premium_annual,57,
usr_001120,Mariam,mariam_1031@gmail.com,OM,Taif,ios,2020-09-16T00:00:00,free,,F
usr_001121,Sarah,sarah_1965@outlook.sa,SA,Mecca,car_play,2024-03-11,free,29,
usr_001122,Ahmed,ahmed_3252@gmail.com,BH,Khobar,web,17/07/2024,premium,41,F
usr_001123,Omar,omar_2095@yahoo.com,MA,Mecca,android,08/06/2024,premium,56,f
usr_001124,عمر,عمر_7761@hotmail.com,DE,Dammam,android,14/12/2020,trial,48,male
usr_001125,نورة,,JO,,ios,2024-02-24,premium,28,female
usr_001126,مريم,مريم_3642@icloud.com,US,Dammam,ios,2023-06-12T00:00:00,trial,56,female
usr_001127,لمياء,لمياء_2147@hotmail.com,BH,,android,2021-03-31T00:00:00,premium,26,f
usr_001128,زينب,زينب_2528@hotmail.com,KW,,web,2022-11-18T00:00:00,trial,,F
usr_001129,فاطمة,فاطمة_4009@gmail.com,FR,Taif,ios,2023-05-15,premium_annual,47,male
usr_001130,مريم,مريم_4996@gmail.com,US,Dammam,ios,15/07/2022,free,40,F
usr_001131,فاطمة,فاطمة_5987@outlook.sa,AE,Medina,smart_speaker,2021-07-27,free,32,m
usr_001132,طارق,طارق_4386@gmail.com,AE,Khobar,web,2019-10-03,trial,52,f
usr_001133,منى,منى_8965@outlook.sa,OM,,ios,2021-05-16,trial,24,M
usr_001134,فاطمة,فاطمة_1575@hotmail.com,UK,Dammam,web,03/03/2019,free,52,F
usr_001135,زينب,زينب_8573@outlook.sa,BH,Tabuk,smart_speaker,2024-02-03,trial,54,
usr_001136,خالد,خالد_9450@icloud.com,LB,Taif,smart_speaker,2019-04-26T00:00:00,premium_annual,56,F
usr_001137,Yasser,yasser_5388@yahoo.com,BH,Taif,car_play,2020-04-17,premium_annual,23,F
usr_001138,Fatima,fatima_6196@yahoo.com,QA,Abha,web,2019-04-07,trial,,M
usr_001139,مريم,مريم_7132@outlook.sa,EG,Abha,car_play,09/06/2023,trial,21,female
usr_001140,خالد,خالد_542@gmail.com,EG,Khobar,android,2019-05-19,trial,53,f
usr_001141,Mona,mona_1296@gmail.com,US,Khobar,android,2021-02-02T00:00:00,trial,29,M
usr_001142,منى,منى_6776@hotmail.com,EG,Jeddah,web,10-23-2020,premium_annual,55,
usr_001143,Reem,reem_4892@yahoo.com,DE,Medina,android,08-23-2023,premium_annual,20,
usr_001144,Lamia,lamia_4519@icloud.com,JO,Buraidah,web,2021-09-20T00:00:00,trial,49,
usr_001145,فهد,,UK,,car_play,2022-09-06,premium_annual,,F
usr_001146,نورة,نورة_1887@outlook.sa,DE,Khobar,web,30/12/2023,premium_annual,56,f
usr_001147,محمد,محمد_704@yahoo.com,QA,Medina,smart_speaker,05-29-2020,free,55,F
usr_001148,Sarah,sarah_7561@yahoo.com,FR,Khobar,car_play,2020-07-12T00:00:00,trial,53,male
usr_001149,Hassan,hassan_3579@gmail.com,QA,,car_play,2019-11-20,premium_annual,60,male
usr_001150,سارة,سارة_4860@hotmail.com,BH,,android,2023-02-28,premium,,F
usr_001151,سلطان,سلطان_307@yahoo.com,BH,Buraidah,smart_speaker,2023-07-24,trial,50,
usr_001152,Fahad,fahad_9324@yahoo.com,EG,,ios,07-09-2022,premium,57,M
usr_001153,Hind,hind_3406@yahoo.com,SA,Taif,web,10/02/2021,free,51,m
usr_001154,Noura,noura_3260@hotmail.com,KW,Dammam,car_play,2022-10-11,premium,,M
usr_001155,محمد,محمد_3764@gmail.com,BH,Tabuk,smart_speaker,2021-06-01,trial,,f
usr_001156,Mohammed,mohammed_7169@outlook.sa,KW,,car_play,04/02/2023,premium_annual,36,F
usr_001157,نورة,نورة_3782@icloud.com,LB,,smart_speaker,08-18-2019,premium,29,male
usr_001158,Zainab,zainab_269@gmail.com,JO,,android,10-06-2019,premium,39,M
usr_001159,Sultan,sultan_7804@outlook.sa,OM,,smart_speaker,2024-03-09,free,54,
usr_001160,منى,منى_2525@outlook.sa,US,Taif,ios,2021-07-20T00:00:00,premium,54,M
usr_001161,Aisha,aisha_2416@hotmail.com,JO,Mecca,smart_speaker,2022-02-28,free,22,F
usr_001162,Ahmed,,UK,Buraidah,ios,19/02/2024,free,19,
usr_001163,عمر,عمر_1697@icloud.com,MA,Khobar,android,12/07/2021,premium_annual,64,M
usr_001164,Reem,reem_3610@icloud.com,JO,Riyadh,web,2023-05-08,premium_annual,23,female
usr_001165,ياسر,ياسر_3152@hotmail.com,UK,,car_play,2021-12-03,premium,34,male
usr_001166,عائشة,عائشة_8178@icloud.com,MA,Khobar,ios,06-02-2022,premium_annual,26,M
usr_001167,منى,منى_8141@yahoo.com,MA,,android,2022-07-06,trial,58,F
usr_001168,نورة,نورة_7412@outlook.sa,JO,Dammam,android,2023-08-24,premium_annual,17,female
usr_001169,Fahad,fahad_456@yahoo.com,MA,,android,2020-08-03,premium,23,M
usr_001170,فهد,فهد_9690@yahoo.com,OM,,car_play,2023-08-09T00:00:00,trial,31,female
usr_001171,Noura,noura_701@outlook.sa,EG,Medina,car_play,2022-04-30,free,51,male
usr_001172,زينب,زينب_8757@hotmail.com,UK,,ios,15/06/2019,free,25,M
usr_001173,Sultan,sultan_6103@icloud.com,KW,,car_play,25/09/2024,trial,41,male
usr_001174,أحمد,أحمد_6381@yahoo.com,QA,,ios,12-09-2021,free,27,m
usr_001175,ياسر,ياسر_6582@yahoo.com,FR,Medina,ios,08/07/2022,trial,29,male
usr_001176,سارة,سارة_2999@gmail.com,QA,Riyadh,web,16/08/2020,premium,50,F
usr_001177,أحمد,أحمد_4069@hotmail.com,MA,,car_play,2020-05-02,premium_annual,56,M
usr_001178,محمد,محمد_2755@gmail.com,SA,Mecca,android,05/11/2023,premium_annual,41,F
usr_001179,عائشة,عائشة_3850@icloud.com,UK,Khobar,car_play,2021-01-05T00:00:00,premium,55,F
usr_001180,منى,منى_7146@hotmail.com,FR,Taif,android,06/11/2023,trial,29,F
usr_001181,Mariam,mariam_6595@hotmail.com,EG,Mecca,smart_speaker,12/04/2020,premium_annual,22,M
usr_001182,Hassan,hassan_2497@gmail.com,US,Taif,android,2021-04-03T00:00:00,premium_annual,45,f
usr_001183,فاطمة,فاطمة_8078@outlook.sa,AE,Tabuk,web,2019-03-23T00:00:00,premium,,m
usr_001184,منى,منى_6714@gmail.com,JO,,ios,2020-06-05T00:00:00,premium_annual,42,m
usr_001185,Mohammed,mohammed_2469@outlook.sa,EG,Tabuk,car_play,2020-12-30,trial,55,
usr_001186,حسن,حسن_8311@icloud.com,MA,,android,01-10-2024,premium_annual,54,male
usr_001187,مريم,مريم_6673@gmail.com,FR,Riyadh,web,2020-07-23,premium,41,female
usr_001188,عمر,عمر_9355@yahoo.com,EG,Taif,android,2024-08-01,premium_annual,45,F
usr_001189,زينب,زينب_8789@icloud.com,AE,,web,07/11/2022,free,36,M
usr_001190,نورة,نورة_1938@gmail.com,KW,Abha,ios,10/02/2019,trial,51,m
usr_001191,سلطان,سلطان_3629@gmail.com,LB,,car_play,2021-10-31T00:00:00,premium,18,male
usr_001192,Hind,,LB,,smart_speaker,2024-05-16,trial,25,f
usr_001193,Yasser,yasser_1669@icloud.com,FR,,web,2022-11-13,premium,,male
usr_001194,Mariam,mariam_4821@outlook.sa,JO,Taif,smart_speaker,2021-02-23,free,49,female
usr_001195,سارة,سارة_7008@yahoo.com,UK,Mecca,web,05-08-2019,premium_annual,32,F
usr_001196,ياسر,ياسر_6132@hotmail.com,QA,,smart_speaker,2023-09-25,premium,24,M
usr_001197,طارق,,FR,Buraidah,ios,10/05/2024,premium_annual,56,f
usr_001198,Hind,hind_8867@yahoo.com,US,,web,2024-05-21,premium,36,F
usr_001199,فاطمة,فاطمة_1341@hotmail.com,QA,Khobar,android,2021-07-11,free,54,M
usr_001200,Abdullah,abdullah_7739@hotmail.com,DE,Abha,smart_speaker,2021-01-27T00:00:00,premium,33,m
usr_001201,نورة,نورة_2965@icloud.com,US,Khobar,android,2022-08-08,premium_annual,23,m
usr_001202,أحمد,أحمد_8669@gmail.com,OM,Jeddah,web,2019-09-30,trial,33,female
usr_001203,عائشة,عائشة_4847@gmail.com,FR,,smart_speaker,08-01-2020,free,35,f
usr_001204,ريم,ريم_8001@icloud.com,LB,Mecca,ios,2021-04-12,premium,20,f
usr_001205,أحمد,أحمد_8405@outlook.sa,LB,Dammam,car_play,16/01/2021,free,27,female
usr_001206,عبدالله,عبدالله_5136@hotmail.com,AE,Medina,smart_speaker,23/01/2021,premium_annual,29,male
usr_001207,سلطان,سلطان_5837@outlook.sa,US,Medina,web,20/02/2020,trial,63,female
usr_001208,Reem,reem_3440@outlook.sa,KW,Buraidah,web,25/09/2019,trial,43,male
usr_001209,Sultan,sultan_791@icloud.com,MA,Abha,android,04-29-2019,free,30,
usr_001210,Hind,hind_4711@hotmail.com,US,Medina,car_play,08-05-2023,premium_annual,58,m
usr_001211,زينب,زينب_5711@icloud.com,KW,,ios,01/07/2024,free,20,female
usr_001212,Hind,hind_8665@icloud.com,BH,Abha,ios,2019-10-31T00:00:00,trial,,male
usr_001213,Mohammed,mohammed_1355@hotmail.com,KW,Khobar,car_play,2020-02-27,premium_annual,19,M
usr_001214,Mariam,mariam_1870@gmail.com,MA,Abha,car_play,2022-10-31,free,37,m
usr_001215,Mona,mona_7668@icloud.com,SA,Dammam,car_play,2020-11-14,trial,53,F
usr_001216,Mariam,mariam_339@outlook.sa,UK,Khobar,android,06/07/2022,premium,17,f
usr_001217,مريم,مريم_2059@icloud.com,JO,Khobar,web,02-12-2019,free,43,M
usr_001218,Ahmed,ahmed_4644@yahoo.com,SA,,web,2024-08-19,premium,29,female
usr_001219,ياسر,ياسر_2292@outlook.sa,AE,Khobar,car_play,2024-07-25,trial,29,male
usr_001220,طارق,طارق_1481@yahoo.com,US,,smart_speaker,09-29-2022,premium,,male
usr_001221,Sultan,sultan_1660@outlook.sa,QA,Buraidah,ios,21/11/2022,premium,31,female
usr_001222,Yasser,yasser_6716@gmail.com,OM,,web,2023-09-24,premium,40,
usr_001223,سلطان,سلطان_7567@yahoo.com,US,,web,08-16-2023,premium_annual,32,M
usr_001224,سارة,سارة_136@yahoo.com,KW,Mecca,smart_speaker,2020-07-08,premium,48,
usr_001225,زينب,زينب_3767@icloud.com,OM,,ios,31/01/2024,trial,18,female
usr_001226,نورة,نورة_8285@icloud.com,DE,,car_play,15/01/2019,trial,36,
usr_001227,منى,منى_2225@outlook.sa,AE,Mecca,ios,2022-09-08T00:00:00,trial,51,M
usr_001228,سارة,سارة_9678@icloud.com,DE,Jeddah,car_play,24/05/2019,trial,46,female
usr_001229,فاطمة,فاطمة_7365@gmail.com,FR,Mecca,ios,2021-05-28,free,23,male
usr_001230,فهد,فهد_6487@hotmail.com,OM,Dammam,ios,2019-04-05,premium_annual,,
usr_001231,Omar,omar_7377@outlook.sa,KW,Medina,ios,2019-05-23T00:00:00,free,,f
usr_001232,ريم,ريم_9025@gmail.com,SA,Buraidah,web,01-13-2022,free,25,F
usr_001233,ياسر,ياسر_4191@icloud.com,EG,Dammam,web,2024-04-28,free,35,
usr_001234,سلطان,سلطان_1768@icloud.com,FR,Riyadh,android,26/05/2021,premium_annual,43,M
usr_001235,نورة,نورة_919@hotmail.com,DE,Buraidah,web,2023-06-24,premium,42,f
usr_001236,منى,منى_7796@icloud.com,OM,Jeddah,smart_speaker,2019-05-08,premium,52,M
usr_001237,أحمد,أحمد_7397@hotmail.com,KW,Mecca,car_play,02/01/2020,trial,63,m
usr_001238,لمياء,لمياء_5181@yahoo.com,UK,Jeddah,smart_speaker,06/05/2020,free,51,
usr_001239,أحمد,أحمد_2371@hotmail.com,DE,Dammam,android,2022-06-08,premium_annual,57,female
usr_001240,Fahad,fahad_279@icloud.com,QA,Abha,smart_speaker,10/01/2022,premium,17,F
usr_001241,Fatima,fatima_6701@gmail.com,US,Medina,car_play,2021-07-09,free,59,F
usr_001242,أحمد,أحمد_2154@gmail.com,AE,Jeddah,web,2022-12-07T00:00:00,free,43,m
usr_001243,مريم,مريم_7012@icloud.com,US,Mecca,smart_speaker,22/08/2023,trial,16,m
usr_001244,مريم,مريم_1452@icloud.com,AE,Abha,web,2021-08-03,premium,,male
usr_001245,فهد,فهد_3234@yahoo.com,BH,Medina,car_play,2021-04-05,trial,18,m
usr_001246,طارق,طارق_3072@hotmail.com,UK,,android,2023-08-08T00:00:00,free,28,f
usr_001247,سارة,سارة_3569@gmail.com,SA,Taif,car_play,08/09/2022,trial,34,f
usr_001248,عائشة,عائشة_9368@icloud.com,AE,Jeddah,smart_speaker,20/01/2019,free,,
usr_001249,فاطمة,فاطمة_3303@outlook.sa,UK,,car_play,2021-08-20,trial,55,M
usr_001250,عبدالله,عبدالله_8973@outlook.sa,JO,,smart_speaker,2022-05-14T00:00:00,premium,,M
usr_001251,سلطان,سلطان_4003@outlook.sa,AE,,car_play,17/10/2021,free,58,m
usr_001252,سارة,سارة_4470@hotmail.com,KW,,web,2022-07-02,trial,47,male
usr_001253,لمياء,لمياء_6627@outlook.sa,JO,Riyadh,ios,2021-10-22T00:00:00,free,33,f
usr_001254,فهد,فهد_3646@icloud.com,JO,Medina,ios,2024-09-07,premium,41,F
usr_001255,زينب,زينب_306@yahoo.com,AE,Buraidah,smart_speaker,2024-08-03,trial,42,m
usr_001256,Mariam,,UK,Taif,ios,01-23-2020,trial,56,F
usr_001257,أحمد,أحمد_997@outlook.sa,MA,Riyadh,web,2023-06-17,trial,19,M
usr_001258,نورة,نورة_3286@hotmail.com,MA,,smart_speaker,21/12/2019,free,24,M
usr_001259,Tariq,tariq_5327@hotmail.com,FR,,web,2024-07-31T00:00:00,premium_annual,18,male
usr_001260,محمد,محمد_1755@icloud.com,AE,Riyadh,web,13/05/2022,trial,56,F
usr_001261,طارق,طارق_1362@outlook.sa,EG,Dammam,web,12-03-2022,free,24,
usr_001262,Yasser,yasser_5753@outlook.sa,KW,,web,10/09/2023,free,55,female
usr_001263,Hind,hind_7755@outlook.sa,FR,Dammam,car_play,2022-01-09,free,39,M
usr_001264,زينب,زينب_7920@yahoo.com,KW,Khobar,web,09-21-2024,premium,35,f
usr_001265,طارق,طارق_4142@icloud.com,UK,,android,12-22-2019,premium_annual,27,M
usr_001266,حسن,حسن_8079@hotmail.com,LB,Taif,android,2020-05-21,trial,58,female
usr_001267,عائشة,عائشة_2929@gmail.com,LB,Buraidah,smart_speaker,23/03/2022,free,41,male
usr_001268,نورة,نورة_6080@yahoo.com,BH,Medina,ios,29/06/2019,premium,17,M
usr_001269,ريم,ريم_8138@hotmail.com,AE,,car_play,2023-10-03,trial,,M
usr_001270,مريم,,MA,,ios,2020-03-06,free,,male
usr_001271,Reem,reem_1753@outlook.sa,UK,Abha,car_play,2024-04-28,trial,,f
usr_001272,Omar,omar_835@icloud.com,QA,Medina,smart_speaker,2020-09-29,premium_annual,16,f
usr_001273,نورة,نورة_1956@gmail.com,JO,,car_play,2021-07-04,trial,16,female
